"","X","Date","Collector","Lat","Lon","Ocean","Country","Province","Site","Site_code","Depth_m","Rep","Taxa","Bleach_cat","Temp","CRW_DHW","CRW_SST","CRW_SSTANOMALY","HabHet_count_150m","HabHet_mean_150m","HabHet_stdev_150m","HabHet_max_150m","HabHet_range_150m","HabHet_count_1000m","HabHet_mean_1000m","HabHet_stdev_1000m","HabHet_max_1000m","HabHet_range_1000m","Notes","Bleached","Bleached_sev","Bleach_cat_3","Coral_cover","Dead_coral_recent","Dead_coral","Soft_coral","Sponge","Algae","Other","Rubble","Sand","Silt","Rock","TWS"
"64",64,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Acropora",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"65",65,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Acropora",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"66",66,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Acropora",1,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",0,0,"Not Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"67",67,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Montipora",4,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,1,"Severely bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"68",68,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Montipora",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"69",69,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Montipora",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"70",70,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Fungia",1,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",0,0,"Not Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"71",71,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",1,"Montipora",4,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,1,"Severely bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"72",72,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Porites",3,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"73",73,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"74",74,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"75",75,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Other",4,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,1,"Severely bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"76",76,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Other",3,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"77",77,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Other",3,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"78",78,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Other",3,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"79",79,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Other",4,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,1,"Severely bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"80",80,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"81",81,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"82",82,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Other",4,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,1,"Severely bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"83",83,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Montipora",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"84",84,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Acropora",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"85",85,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",1,"Acropora",5,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,1,"Severely bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"86",86,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",2,"Other",3,29,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"87",87,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",2,"Fungia",2,29,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"88",88,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",2,"Fungia",3,29,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"89",89,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",2,"Fungia",2,29,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"90",90,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",2,"Other",3,29,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"91",91,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",2,"Other",3,29,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"92",92,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",2,"Other",1,29,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"93",93,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",2,"Other",1,29,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"94",94,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",2,"Other",2,29,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"95",95,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",2,"Porites",1,29,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"96",96,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Montipora",2,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"97",97,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Montipora",3,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"98",98,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Montipora",3,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"99",99,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Montipora",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"100",100,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"101",101,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",2,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"102",102,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"103",103,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"104",104,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",2,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"105",105,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"106",106,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"107",107,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"108",108,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"109",109,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",3,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"110",110,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",2,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"111",111,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"112",112,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"113",113,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"114",114,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"115",115,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"116",116,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",2,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"117",117,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",3,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"118",118,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",3,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"119",119,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",2,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"120",120,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",3,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",1,0,"Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"121",121,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"122",122,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
"123",123,"25-04-20","Chancey MacDonald",-5.47575,122.08978,"Pacific","Indonesia","South East Sulawesi","Telaga_Kecil","SES 04","18",3,"Other",1,30,4.2,30.58,1.26,646,0.109101067,0.075951595,0.25870046,0.256875072,28690,0.179983361,0.1178408,0.5585199,0.556735003,"",0,0,"Not Bleached",32.415,0.9625,5.0225,1.9675,3.2725,0.2525,10.53,11.785,17.6975,0,16.1,0.625
